Loan ID,CIF Number,Credit Score,Job,Annual Income,Purpose,Home Ownership,Loan Amount,Loan Date,Due Date,Loan Term,Monthly Debt,Years of Credit History,Interest Rate,Total Paid,Months since last delinquency
5770,6936,816,Business Analyst,346032000,Business,Own,372573501,2023-06-27,2025-08-27,26,14329750,3,8.5,228529311,11
5771,5913,424,Tech Lead,826260000,Real Estate,Other,174521801,2021-03-30,2025-07-30,52,3356188,10,6.5,164769189,13
5772,9865,650,ERP Engineer,39108000,Automobile,Other,51462177,2024-01-12,2025-07-12,18,2859009,8,7.5,12945811,4
5773,8080,714,DevSecOps Engineer,40332000,Home,Own,215291546,2021-08-01,2025-10-01,50,4305830,10,7,184186920,23
5774,4772,636,IT Support,208236000,Consumer,Rent,143625044,2023-07-11,2025-05-11,22,6528411,10,6.5,91240919,3
5775,5726,457,Embedded Engineer,399276000,Business,Own,109461005,2023-01-06,2024-07-06,18,6081166,5,8.5,72998591,4
5776,2050,822,Product Manager,373908000,Automobile,Other,894787604,2024-06-06,2024-10-06,4,223696901,1,7.5,315846543,1
5777,7645,434,AI Engineer,136980000,Real Estate,Own,43076197,2023-09-02,2027-06-02,45,957248,5,6.5,23325920,10
5778,8002,542,Embedded Engineer,632892000,Home,Other,108122841,2024-05-24,2024-10-24,5,21624568,9,7,86714371,1
5779,829,623,Front-end Developer,55212000,Automobile,Mortgage,798082675,2024-03-15,2028-12-15,57,14001450,9,7.5,749717257,11
5780,1878,776,Data Engineer,470940000,Home,Rent,242126674,2022-09-07,2025-04-07,31,7810537,6,7,66938408,3
5781,6110,644,Tech Lead,52164000,Home,Own,92470671,2023-08-13,2025-10-13,26,3556564,7,7,69423507,4
5782,5415,316,Tech Lead,633528000,Consumer,Rent,408119485,2023-05-18,2025-02-18,21,19434261,7,6.5,116221870,9
5783,5607,711,Back-end Developer,694404000,Others,Mortgage,294056331,2024-04-29,2024-08-29,4,73514082,4,9,185015244,1
5784,3956,695,Project Leader,177840000,Business,Mortgage,985163899,2020-09-06,2024-09-06,48,20524247,5,8.5,612810518,5
5785,6168,374,Tech Lead,605040000,Real Estate,Mortgage,257035797,2023-03-24,2027-07-24,52,4942996,9,6.5,225252050,8
5786,4562,314,Front-end Developer,284280000,Others,Rent,974056846,2023-05-28,2024-06-28,13,74927449,10,9,750911455,1
5787,3123,336,Product Manager,303816000,Business,Mortgage,891560501,2024-02-03,2026-12-03,34,26222367,6,8.5,887181103,13
5788,5647,532,IT Manager,478548000,Real Estate,Rent,568920184,2023-12-06,2027-10-06,46,12367830,7,6.5,292234856,4
5789,3115,356,Cloud Engineer,407208000,Others,Mortgage,771570681,2023-06-23,2026-03-23,33,23380929,1,9,275913211,2
5790,8393,447,Database Engineer,799428000,Business,Own,123763724,2023-06-20,2026-11-20,41,3018627,5,8.5,38758089,3
5791,8954,597,Product Owner,488304000,Real Estate,Mortgage,649598817,2023-03-03,2024-09-03,18,36088823,8,6.5,339705554,6
5792,1765,604,IT Support,200064000,Consumer,Rent,539504562,2023-04-01,2024-08-01,16,33719035,1,6.5,96989942,4
5793,572,475,Business Intelligence AnalystData Scientist,519456000,Home,Rent,426524432,2022-04-15,2025-06-15,38,11224327,8,7,36692902,15
5794,6484,735,AI Engineer,761556000,Automobile,Own,432190028,2022-09-28,2025-10-28,37,11680811,10,7.5,38426152,2
5795,6067,323,Full-stack Developer,540588000,Business,Own,597138093,2021-05-28,2025-02-28,45,13269735,2,8.5,299922514,2
5796,2280,480,Helpdesk,497424000,Others,Mortgage,881569270,2023-07-07,2026-06-07,35,25187693,2,9,572214761,3
5797,610,447,IT Manager,601068000,Business,Other,151254661,2020-11-02,2025-08-02,57,2653590,2,8.5,119063167,2
5798,6340,564,Helpdesk,312876000,Real Estate,Other,898089451,2022-12-12,2026-11-12,47,19108286,1,6.5,671983830,12
5799,3896,675,System Engineer,373272000,Consumer,Other,417181571,2024-03-25,2027-01-25,34,12270046,7,6.5,64975183,13
5800,332,563,Mobile Developer,243552000,Real Estate,Own,579956716,2020-07-12,2025-02-12,55,10544667,3,6.5,206455845,8
5801,2182,413,DevSecOps Engineer,198996000,Automobile,Rent,319101554,2024-05-23,2028-01-23,44,7252308,9,7.5,255038917,4
5802,655,802,IT Manager,791400000,Home,Own,668256762,2024-03-21,2026-07-21,28,23866312,6,7,211306298,1
5803,8826,355,Project Leader,721428000,Consumer,Other,278999829,2023-04-02,2024-11-02,19,14684201,1,6.5,131970254,4
5804,1843,609,DevOps,516336000,Home,Mortgage,499653219,2023-07-29,2024-07-29,12,41637768,8,7,439138427,2
5805,413,476,Helpdesk,44880000,Others,Other,12672590,2024-02-26,2025-07-26,17,745446,4,9,5231567,5
5806,5012,329,IT Manager,550620000,Business,Own,435129603,2023-12-17,2024-10-17,10,43512960,4,8.5,384828117,1
5807,4263,399,QA-QC,396708000,Real Estate,Other,883532962,2022-10-24,2025-11-24,37,23879269,4,6.5,529488264,2
5808,4694,315,Embedded Engineer,742956000,Automobile,Mortgage,259528859,2024-01-10,2025-01-10,12,21627404,9,7.5,77209506,4
5809,669,511,Helpdesk,468300000,Others,Other,721135529,2023-07-20,2025-09-20,26,27735981,1,9,369764799,4
5810,2682,757,QA-QC,655848000,Automobile,Own,106719634,2024-02-29,2025-05-29,15,7114642,7,7.5,79562791,5
5811,4586,848,DevOps,57396000,Consumer,Other,47663004,2022-09-19,2024-12-19,27,1765296,4,6.5,18384013,5
5812,2393,610,ERP Engineer,364344000,Home,Own,320447922,2022-04-22,2024-09-22,29,11049928,4,7,286115474,4
5813,1190,637,IT Consultant,465564000,Others,Own,549443976,2019-12-06,2024-08-06,56,9811499,6,9,458047180,27
5814,6342,407,Mobile Developer,503508000,Home,Rent,543626174,2021-02-27,2024-06-27,40,13590654,5,7,160971357,13
5815,1217,569,System Admin,424032000,Consumer,Rent,651219984,2023-08-08,2027-08-08,48,13567083,9,6.5,181434577,8
5816,4054,804,Project Manager,711084000,Automobile,Other,106683819,2023-05-02,2026-09-02,40,2667095,5,7.5,29582327,8
5817,6525,319,Tester,45096000,Home,Own,501630069,2024-06-16,2025-10-16,16,31351879,5,7,437526199,3
5818,3211,597,Tech Lead,149196000,Home,Rent,798900989,2021-02-13,2025-06-13,52,15363480,7,7,655249858,14
5819,535,685,Front-end Developer,895296000,Business,Mortgage,7731452,2023-08-08,2027-07-08,47,164498,9,8.5,2277146,11
5820,4794,784,Data Analyst,130812000,Others,Mortgage,457417240,2023-05-17,2025-08-17,27,16941379,3,9,170315800,1
5821,5636,465,System Admin,265560000,Others,Rent,724832697,2023-08-05,2028-06-05,58,12497115,5,9,365727791,17
5822,841,791,System Admin,203940000,Automobile,Own,915105920,2024-03-31,2025-01-31,10,91510592,1,7.5,282837492,2
5823,633,635,Project Leader,442080000,Consumer,Rent,135947652,2024-02-24,2026-05-24,27,5035098,8,6.5,60451318,8
5824,3466,630,Helpdesk,286788000,Others,Rent,686290218,2023-04-25,2024-08-25,16,42893138,8,9,467443451,3
5825,9767,616,Project Leader,293868000,Consumer,Mortgage,407559456,2022-12-09,2025-06-09,30,13585315,8,6.5,21375205,13
5826,892,705,DevSecOps Engineer,679212000,Automobile,Mortgage,982921915,2022-11-02,2025-03-02,28,35104354,8,7.5,872735966,10
5827,4262,520,System Engineer,572868000,Business,Mortgage,336928220,2020-12-20,2025-04-20,52,6479388,8,8.5,191265304,9
5828,5055,420,Helpdesk,208116000,Real Estate,Own,247041895,2023-03-15,2025-07-15,28,8822924,1,6.5,188232043,13
5829,5704,603,Business Analyst,253032000,Automobile,Rent,293407087,2024-02-19,2026-06-19,28,10478824,10,7.5,175185060,6
5830,4257,435,Mobile Developer,806988000,Real Estate,Own,246871850,2024-02-16,2025-06-16,16,15429490,1,6.5,184986860,2
5831,9620,552,Helpdesk,40380000,Home,Other,968624907,2024-02-19,2025-01-19,11,88056809,2,7,561547277,4
5832,1445,616,IT Consultant,644412000,Home,Own,297020810,2024-05-16,2025-05-16,12,24751734,6,7,197087614,4
5833,1152,350,ERP Engineer,453192000,Real Estate,Other,316496875,2022-08-01,2027-04-01,56,5651729,9,6.5,170313470,26
5834,419,713,Business Intelligence AnalystData Scientist,52284000,Automobile,Other,375547490,2023-10-08,2027-05-08,43,8733662,8,7.5,81062478,3
5835,2538,400,System Admin,724644000,Automobile,Own,176818340,2022-03-10,2025-08-10,41,4312642,2,7.5,48249959,9
5836,8097,493,System Admin,513768000,Others,Other,727710578,2020-10-03,2025-08-03,58,12546734,10,9,508686950,22
5837,3865,425,DevSecOps Engineer,787848000,Others,Rent,935651092,2024-04-15,2025-09-15,17,55038299,1,9,279475551,1
5838,5956,415,Business Intelligence AnalystData Scientist,299796000,Real Estate,Mortgage,300518266,2022-07-21,2025-10-21,39,7705596,6,6.5,118194838,17
5839,1750,730,Business Analyst,807084000,Home,Mortgage,828398013,2021-12-20,2025-05-20,41,20204829,7,7,171240307,7
5840,4723,427,Embedded Engineer,360924000,Consumer,Other,637826606,2023-06-15,2027-04-15,46,13865795,2,6.5,158836656,19
5841,8648,776,Tester,161892000,Automobile,Mortgage,84463262,2022-07-07,2025-09-07,38,2222717,10,7.5,45848077,4
5842,573,477,IT Support,211788000,Business,Own,80167058,2023-03-26,2026-01-26,34,2357854,10,8.5,48472788,7
5843,8920,357,DevSecOps Engineer,387528000,Business,Other,1472308,2023-07-16,2024-09-16,14,105164,9,8.5,1288035,5
5844,464,342,Business Analyst,465468000,Business,Rent,450949299,2023-11-15,2028-08-15,57,7911391,9,8.5,90678778,25
5845,3878,301,DevOps,518952000,Business,Rent,421741755,2023-01-13,2025-06-13,29,14542819,1,8.5,37989418,11
5846,7591,721,System Admin,656736000,Others,Own,231390974,2024-04-25,2028-05-25,49,4722264,1,9,125505522,7
5847,9688,706,Blockchain Engineer,221928000,Home,Own,447606135,2024-01-02,2024-09-02,8,55950766,2,7,97210258,3
5848,9623,467,Mobile Developer,342012000,Business,Rent,633216559,2022-09-30,2025-08-30,35,18091901,5,8.5,99913162,16
5849,9164,813,Embedded Engineer,123168000,Automobile,Own,726309515,2024-05-09,2024-11-09,6,121051585,3,7.5,473807410,2
5850,9719,693,Front-end Developer,808368000,Business,Own,697355299,2020-05-21,2024-11-21,54,12913987,6,8.5,640405314,16
5851,153,411,Back-end Developer,237684000,Home,Own,819104443,2023-02-24,2026-07-24,41,19978157,9,7,681188274,9
5852,508,455,IT Support,607668000,Others,Mortgage,216886796,2024-06-17,2024-12-17,6,36147799,2,9,137575206,1
5853,6559,351,Business Intelligence AnalystData Scientist,662940000,Consumer,Rent,464427288,2022-06-23,2025-02-23,32,14513352,6,6.5,138692935,2
5854,1145,630,IT Consultant,41016000,Home,Other,733035744,2023-04-27,2026-06-27,38,19290414,6,7,623306150,6
5855,8159,820,Mobile Developer,455664000,Business,Other,448179452,2023-03-26,2025-09-26,30,14939315,6,8.5,60580211,11
5856,3673,735,System Admin,727764000,Automobile,Mortgage,720632580,2023-06-26,2026-08-26,38,18964015,1,7.5,691821123,15
5857,4658,807,Back-end Developer,619284000,Business,Rent,355770707,2023-11-28,2025-05-28,18,19765039,5,8.5,320774553,5
5858,4927,819,Front-end Developer,128448000,Real Estate,Rent,984590995,2022-12-21,2024-06-21,18,54699499,5,6.5,483790539,3
5859,7734,447,Tester,793272000,Consumer,Rent,385726510,2023-07-14,2028-02-14,55,7013209,10,6.5,92527896,2
5860,5919,697,System Admin,852360000,Automobile,Own,407133501,2024-05-24,2025-02-24,9,45237055,7,7.5,335550586,2
5861,1988,645,AI Engineer,543288000,Consumer,Other,829319571,2023-02-24,2024-10-24,20,41465978,6,6.5,156417498,2
5862,5621,516,Tech Lead,861252000,Consumer,Mortgage,472964308,2022-12-03,2024-10-03,22,21498377,5,6.5,282144769,9
5863,9624,571,Designer,411780000,Consumer,Mortgage,382204812,2024-01-31,2024-10-31,9,42467201,8,6.5,285401950,2
5864,331,837,Project Manager,305232000,Business,Own,857060204,2024-06-03,2024-11-03,5,171412040,5,8.5,439443304,1
5865,2665,367,IT Consultant,696168000,Consumer,Mortgage,319690574,2023-08-26,2025-12-26,28,11417520,4,6.5,179962775,2
5866,2300,625,Designer,458592000,Consumer,Other,742581513,2024-03-28,2024-10-28,7,106083073,3,6.5,396609539,2
5867,7466,667,Back-end Developer,772332000,Others,Rent,531148981,2024-02-03,2027-12-03,46,11546716,1,9,30926083,20
5868,1164,830,Blockchain Engineer,599844000,Real Estate,Own,800919467,2023-09-14,2025-01-14,16,50057466,8,6.5,618679834,5
5869,504,803,AI Engineer,199692000,Business,Other,597773756,2024-01-04,2025-06-04,17,35163162,7,8.5,154567246,7
5870,3305,447,DevSecOps Engineer,670092000,Business,Rent,731744357,2023-07-11,2025-01-11,18,40652464,7,8.5,485348194,2
5871,295,628,Business Intelligence AnalystData Scientist,59892000,Automobile,Other,723987614,2024-05-02,2024-09-02,4,180996903,3,7.5,373538084,1
5872,6786,381,DevSecOps Engineer,461640000,Others,Mortgage,262526625,2024-04-03,2025-05-03,13,20194355,9,9,83163715,5
5873,96,519,System Admin,203688000,Consumer,Own,684410686,2022-04-16,2026-06-16,50,13688213,10,6.5,341514166,11
5874,782,612,IT Consultant,234372000,Consumer,Rent,558399430,2022-05-05,2024-11-05,30,18613314,5,6.5,48137831,8
5875,1700,564,Data Engineer,537516000,Automobile,Mortgage,546834088,2022-09-09,2027-03-09,54,10126557,9,7.5,462810693,10
5876,7760,473,Tech Lead,852204000,Home,Rent,617912739,2023-12-11,2024-08-11,8,77239092,2,7,396042401,2
5877,1143,784,Tester,189720000,Consumer,Rent,900164200,2023-06-08,2027-03-08,45,20003648,6,6.5,34847938,14
5878,4511,651,Game Developer,312744000,Consumer,Mortgage,606086039,2020-06-27,2024-07-27,49,12369102,5,6.5,284250932,18
5879,3254,551,Project Manager,453384000,Business,Own,650224103,2023-02-12,2025-03-12,25,26008964,7,8.5,237914880,5
5880,1987,304,Project Manager,523512000,Home,Mortgage,187820812,2021-05-31,2024-07-31,38,4942652,4,7,76746032,5
5881,874,716,Product Manager,333840000,Consumer,Rent,995988206,2024-05-03,2028-07-03,50,19919764,5,6.5,786068191,19
5882,2129,664,System Admin,773628000,Business,Own,682652540,2023-10-15,2026-02-15,28,24380447,4,8.5,482583403,12
5883,4169,649,Project Manager,319212000,Consumer,Mortgage,270137669,2022-06-20,2024-06-20,24,11255736,8,6.5,165922386,3
5884,2510,602,IT Support,57060000,Consumer,Own,161228092,2024-04-11,2024-08-11,4,40307023,1,6.5,44570650,1
5885,1427,828,Blockchain Engineer,51492000,Consumer,Other,150980428,2022-07-05,2025-02-05,31,4870336,3,6.5,139292553,12
5886,3509,356,IT Consultant,747180000,Automobile,Own,737825057,2023-02-03,2024-10-03,20,36891252,10,7.5,725371636,2
5887,133,514,IT Consultant,761508000,Consumer,Mortgage,758569598,2024-05-11,2027-11-11,42,18061180,10,6.5,128817886,14
5888,4114,521,AI Engineer,128520000,Others,Mortgage,729905677,2022-09-01,2026-01-01,40,18247641,9,9,470049017,10
5889,7327,668,Game Developer,48720000,Consumer,Rent,548228182,2020-07-23,2025-04-23,57,9618038,10,6.5,518497559,1
5890,523,374,DevOps,426204000,Real Estate,Other,906281972,2024-05-15,2027-05-15,36,25174499,4,6.5,407731196,5
5891,508,455,IT Support,607668000,Consumer,Other,309681152,2023-12-24,2025-03-24,15,20645410,8,6.5,212199215,2
5892,7627,437,ERP ConsultantSolution Architect,858384000,Automobile,Own,360366008,2023-09-05,2026-08-05,35,10296171,5,7.5,10464114,11
5893,6542,557,ERP ConsultantSolution Architect,785448000,Home,Mortgage,490179605,2023-07-03,2027-03-03,44,11140445,10,7,199298753,6
5894,2162,433,Business Analyst,630672000,Business,Rent,224777999,2024-05-19,2028-05-19,48,4682874,5,8.5,154051034,12
5895,5665,385,Mobile Developer,385560000,Automobile,Rent,224012226,2023-01-26,2027-05-26,52,4307927,6,7.5,110196285,22
5896,8772,652,IT Support,451836000,Business,Other,465671106,2022-08-21,2025-02-21,30,15522370,3,8.5,356993561,12
5897,8856,673,Product Owner,773712000,Automobile,Mortgage,420523586,2022-03-20,2026-12-20,57,7377606,4,7.5,162787929,12
5898,4651,471,Embedded Engineer,533064000,Automobile,Own,853383167,2023-03-28,2026-02-28,35,24382376,9,7.5,386780390,3
5899,5299,630,IT Manager,591396000,Consumer,Other,446082975,2022-11-18,2026-11-18,48,9293395,2,6.5,280263793,1
5900,2307,588,Database Engineer,874800000,Real Estate,Other,734734532,2023-07-09,2025-08-09,25,29389381,6,6.5,129508845,5
5901,6862,469,IT Consultant,682356000,Automobile,Rent,73748380,2021-08-08,2025-04-08,44,1676099,9,7.5,11598675,18
5902,6277,782,System Admin,298500000,Business,Rent,343816279,2023-04-17,2024-07-17,15,22921085,3,8.5,260839646,6
5903,5374,618,Project Leader,237732000,Business,Other,457879717,2024-05-19,2026-08-19,27,16958508,9,8.5,98590373,4
5904,8275,464,DevSecOps Engineer,715980000,Real Estate,Other,980849455,2024-04-21,2025-06-21,14,70060675,4,6.5,106141555,4
5905,6493,326,Product Owner,432468000,Others,Other,25081263,2021-11-04,2024-07-04,32,783789,2,9,15452256,10
5906,890,317,Project Manager,560496000,Real Estate,Own,38200838,2024-01-28,2024-07-28,6,6366806,9,6.5,13576399,2
5907,9185,504,IT Consultant,372708000,Business,Other,691159906,2023-09-28,2026-05-28,32,21598747,6,8.5,661263587,3
5908,4406,566,Designer,614688000,Automobile,Mortgage,965864872,2023-10-22,2025-10-22,24,40244369,6,7.5,501491243,8
5909,6983,619,Project Leader,556452000,Business,Own,45571516,2023-02-03,2025-07-03,29,1571431,3,8.5,44189551,12
5910,3473,345,Game Developer,248472000,Home,Other,203626681,2022-05-02,2026-01-02,44,4627879,6,7,12662889,19
5911,5153,709,System Engineer,645480000,Home,Rent,895065533,2023-10-05,2027-01-05,39,22950398,6,7,890150884,8
5912,1865,782,QA-QC,500364000,Business,Rent,955274579,2023-05-02,2024-12-02,19,50277609,1,8.5,742319975,8
5913,5445,632,Embedded Engineer,824844000,Consumer,Rent,165749158,2023-03-01,2024-08-01,17,9749950,8,6.5,164168487,7
5914,6150,850,Project Manager,315972000,Automobile,Other,301214110,2023-07-19,2027-09-19,50,6024282,8,7.5,275621702,20
5915,4124,663,Business Intelligence AnalystData Scientist,544296000,Others,Own,715559500,2023-01-29,2024-08-29,19,37661026,4,9,470758289,3
5916,47,685,Embedded Engineer,48780000,Real Estate,Mortgage,21031294,2022-08-22,2025-10-22,38,553455,8,6.5,14642423,3
5917,5323,450,ERP Engineer,228696000,Automobile,Rent,808695632,2024-05-09,2025-02-09,9,89855070,2,7.5,408730963,3
5918,5132,607,Data Analyst,398388000,Automobile,Other,550217601,2023-06-20,2026-03-20,33,16673260,3,7.5,210807839,11
5919,3594,641,IT Support,861396000,Automobile,Rent,591100226,2023-12-21,2024-09-21,9,65677802,4,7.5,441223301,1
5920,2762,842,Project Manager,737772000,Home,Mortgage,643429474,2022-10-17,2024-11-17,25,25737178,1,7,601355905,3
5921,5322,800,Blockchain Engineer,232332000,Consumer,Other,459583819,2023-06-18,2027-04-18,46,9990952,6,6.5,331966217,4
5922,4524,434,Designer,778164000,Real Estate,Own,805732009,2020-07-18,2025-01-18,54,14920963,10,6.5,477266959,8
5923,6058,591,Full-stack Developer,742776000,Others,Other,963563241,2023-12-25,2027-02-25,38,25356927,7,9,617834984,7
5924,4536,317,Tech Lead,149568000,Business,Other,433786195,2021-01-05,2024-11-05,46,9430134,4,8.5,53571605,17
5925,2002,850,IT Manager,591468000,Automobile,Own,790286543,2024-03-17,2024-09-17,6,131714423,9,7.5,634551541,2
5926,7693,764,Tech Lead,827916000,Consumer,Mortgage,37263538,2021-10-27,2024-10-27,36,1035098,8,6.5,19767575,17
5927,6318,408,Embedded Engineer,510900000,Business,Other,506283045,2023-08-12,2028-07-12,59,8581068,7,8.5,134327946,27
5928,2049,490,Data Analyst,519816000,Home,Own,532217485,2020-02-09,2024-11-09,57,9337148,6,7,475117943,19
5929,1152,350,ERP Engineer,453192000,Real Estate,Rent,629695254,2024-05-12,2025-04-12,11,57245023,9,6.5,330343416,2
5930,4911,576,Business Intelligence AnalystData Scientist,44508000,Consumer,Mortgage,889587910,2023-06-29,2027-12-29,54,16473850,6,6.5,342177372,12
5931,2582,732,IT Consultant,235548000,Business,Other,645202707,2023-05-13,2025-02-13,21,30723938,10,8.5,263821351,9
5932,5832,540,IT Consultant,41688000,Consumer,Rent,463788957,2024-04-07,2024-10-07,6,77298159,8,6.5,458968635,1
5933,3895,567,Helpdesk,503784000,Consumer,Mortgage,338269125,2023-10-24,2024-06-24,8,42283640,2,6.5,132761630,3
5934,9252,432,Business Analyst,725928000,Others,Rent,197844472,2023-05-25,2024-07-25,14,14131748,10,9,115565289,3
5935,4200,696,ERP ConsultantSolution Architect,587148000,Home,Mortgage,970010072,2022-06-19,2024-11-19,29,33448623,1,7,66512670,1
5936,6691,537,Designer,623232000,Business,Own,239500089,2023-07-09,2026-11-09,40,5987502,8,8.5,166221121,17
5937,3788,349,Product Owner,199488000,Consumer,Rent,553704299,2024-02-18,2024-06-18,4,138426074,6,6.5,475326562,1
5938,4489,781,Cloud Engineer,612108000,Home,Rent,737346723,2020-06-05,2025-02-05,56,13166905,7,7,389714788,23
5939,7840,395,Embedded Engineer,415620000,Real Estate,Own,151854262,2023-07-23,2024-09-23,14,10846733,3,6.5,16642495,1
5940,2935,617,System Engineer,50220000,Automobile,Rent,482753823,2021-09-18,2026-05-18,56,8620603,9,7.5,311286754,4
5941,6478,468,System Engineer,161652000,Consumer,Own,591188729,2024-02-19,2025-01-19,11,53744429,3,6.5,391658647,1
5942,1506,666,Project Manager,365556000,Business,Other,673198205,2022-10-30,2025-01-30,27,24933266,8,8.5,55068152,11
5943,8794,332,Game Developer,704964000,Automobile,Rent,498827187,2023-01-02,2025-08-02,31,16091199,2,7.5,431094541,13
5944,9974,457,ERP Engineer,860352000,Automobile,Mortgage,664682097,2023-01-17,2025-04-17,27,24617855,3,7.5,186976100,7
5945,6126,725,Full-stack Developer,52464000,Automobile,Mortgage,822097092,2024-04-04,2027-11-04,43,19118537,6,7.5,788388854,11
5946,3517,813,Project Manager,617160000,Automobile,Mortgage,692588014,2021-12-05,2024-09-05,33,20987515,3,7.5,438230918,8
5947,8623,464,Project Manager,588108000,Business,Other,734727191,2022-09-22,2027-07-22,58,12667710,1,8.5,615338802,25
5948,8240,342,Front-end Developer,50112000,Others,Mortgage,612130477,2024-02-25,2028-02-25,48,12752718,2,9,164301056,15
5949,3019,733,System Admin,177060000,Consumer,Rent,966616550,2024-01-25,2025-04-25,15,64441103,9,6.5,317167696,3
5950,2176,590,ERP ConsultantSolution Architect,701868000,Business,Own,793883942,2022-06-25,2025-01-25,31,25609159,9,8.5,103547875,10
5951,1431,322,IT Support,650952000,Home,Own,342993690,2021-09-12,2024-12-12,39,8794710,1,7,100353836,16
5952,859,359,Data Analyst,484668000,Automobile,Rent,156398666,2023-07-02,2026-11-02,40,3909966,4,7.5,47774850,7
5953,8826,355,Project Leader,721428000,Business,Rent,441923370,2023-03-16,2026-10-16,43,10277287,8,8.5,411067486,13
5954,7810,492,DevSecOps Engineer,560172000,Others,Own,647082357,2022-12-18,2026-02-18,38,17028483,7,9,31525608,3
5955,4039,486,IT Consultant,282324000,Consumer,Mortgage,725617630,2024-03-12,2024-07-12,4,181404407,7,6.5,474084062,1
5956,5556,485,Tester,762048000,Home,Other,8606454,2023-05-13,2025-06-13,25,344258,8,7,822438,9
5957,5969,703,Embedded Engineer,577908000,Others,Other,85743452,2024-05-07,2026-08-07,27,3175683,8,9,29204719,9
5958,9216,419,Front-end Developer,689280000,Automobile,Rent,833590469,2023-07-09,2026-06-09,35,23816870,1,7.5,793053934,4
5959,9376,588,Project Leader,56436000,Consumer,Mortgage,254624067,2023-05-20,2028-01-20,56,4546858,8,6.5,166035573,13
5960,2964,300,Tester,155052000,Automobile,Other,156450398,2023-02-19,2026-04-19,38,4117115,3,7.5,135108211,5
5961,7393,642,Business Analyst,842568000,Others,Other,893043250,2021-02-02,2024-08-02,42,21262934,5,9,635477288,10
5962,4290,710,Embedded Engineer,247020000,Home,Mortgage,632455373,2022-05-18,2024-10-18,29,21808805,8,7,349680202,2
5963,9230,351,Tech Lead,668292000,Automobile,Own,524306142,2020-09-28,2025-08-28,59,8886544,5,7.5,90137661,6
5964,3871,392,DevOps,338676000,Consumer,Rent,596967956,2024-02-18,2024-06-18,4,149241989,5,6.5,269144835,1
5965,2004,329,Blockchain Engineer,674556000,Home,Mortgage,130342249,2022-05-14,2026-08-14,51,2555730,9,7,107924669,3
5966,3135,332,IT Consultant,234240000,Real Estate,Other,29496965,2020-11-09,2025-07-09,56,526731,3,6.5,18782535,9
5967,8607,317,IT Manager,240468000,Business,Other,930784252,2021-04-18,2025-04-18,48,19391338,7,8.5,415639856,9
5968,4877,401,DevOps,417396000,Consumer,Other,474508158,2022-05-20,2025-12-20,43,11035073,9,6.5,21859775,17
5969,5563,366,DevOps,498180000,Business,Own,295991239,2023-12-09,2026-05-09,29,10206594,3,8.5,111187559,7
5970,3876,373,Designer,174384000,Automobile,Mortgage,578225091,2024-04-29,2025-09-29,17,34013240,7,7.5,303101336,5
5971,4403,705,Game Developer,158964000,Real Estate,Other,951191219,2022-07-01,2025-06-01,35,27176891,3,6.5,172465656,8
5972,4334,319,IT Consultant,442500000,Automobile,Own,624471973,2023-11-08,2027-03-08,40,15611799,4,7.5,237756701,14
5973,6931,784,IT Support,733740000,Others,Mortgage,322416393,2024-01-07,2024-08-07,7,46059484,6,9,73874288,2
5974,840,449,IT Consultant,480720000,Real Estate,Own,550101084,2023-03-02,2025-06-02,27,20374114,7,6.5,540294475,2
5975,7039,743,System Engineer,300324000,Business,Other,245334092,2022-06-26,2024-11-26,29,8459796,4,8.5,213909783,2
5976,5382,696,ERP Engineer,54612000,Home,Rent,469142244,2023-06-10,2024-09-10,15,31276149,6,7,140246550,3
5977,9227,839,Business Analyst,220008000,Others,Mortgage,877734295,2022-11-02,2024-10-02,23,38162360,8,9,496784230,10
5978,6314,808,IT Support,500772000,Home,Own,39405667,2024-02-13,2028-09-13,55,716466,2,7,37144158,14
5979,9314,674,Product Owner,429504000,Others,Mortgage,631265527,2024-01-05,2027-04-05,39,16186295,6,9,487335715,1
5980,7695,608,Product Owner,395892000,Automobile,Other,498001277,2023-01-09,2024-10-09,21,23714346,10,7.5,468610048,2
5981,2197,643,Designer,450396000,Others,Mortgage,980289729,2024-03-11,2024-08-11,5,196057945,4,9,628342357,1
5982,7923,784,Front-end Developer,262200000,Automobile,Other,755689675,2024-05-31,2026-01-31,20,37784483,3,7.5,135683409,8
5983,4320,678,Business Analyst,53040000,Real Estate,Rent,107871490,2021-12-16,2025-01-16,37,2915445,6,6.5,71459090,5
5984,9778,662,IT Support,529008000,Others,Other,744623025,2023-06-05,2026-06-05,36,20683972,4,9,373392130,7
5985,28,720,Project Manager,446040000,Real Estate,Mortgage,377035072,2022-10-26,2025-11-26,37,10190137,6,6.5,252712353,7
5986,1216,605,Data Analyst,466764000,Automobile,Rent,929917092,2021-10-24,2026-01-24,51,18233668,4,7.5,483865988,3
5987,7076,621,Game Developer,441480000,Automobile,Mortgage,170136674,2023-12-25,2026-12-25,36,4726018,10,7.5,78706225,15
5988,2317,472,Embedded Engineer,681024000,Others,Mortgage,819056484,2024-06-15,2025-02-15,8,102382060,1,9,261796452,2
5989,4481,544,Embedded Engineer,227784000,Automobile,Mortgage,46452012,2023-10-30,2026-10-30,36,1290333,3,7.5,22105389,10
5990,9349,513,Designer,749760000,Consumer,Mortgage,241572391,2023-12-05,2026-03-05,27,8947125,5,6.5,229504744,8
